,Unnamed: 0,ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
3938,886389,1954290,HH142956,01/23/2002 08:54:00 AM,006XX E 103 PL,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,False,False,512,5.0,,,05,,,2002,02/04/2016 06:33:39 AM,,,
3939,886390,1954300,HH142914,01/23/2002 08:55:33 AM,001XX E 103 ST,0610,BURGLARY,FORCIBLE ENTRY,SMALL RETAIL STORE,False,False,512,5.0,,,05,,,2002,02/04/2016 06:33:39 AM,,,
3940,886391,1954427,HH109788,01/06/2002 10:30:00 AM,001XX W 113 ST,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),STREET,True,False,522,5.0,,,18,,,2002,02/04/2016 06:33:39 AM,,,
3941,886392,1954480,HH143580,01/23/2002 02:00:00 PM,008XX W 122 ST,0560,ASSAULT,SIMPLE,RESIDENCE,False,True,524,5.0,,,08A,,,2002,02/04/2016 06:33:39 AM,,,
3942,886393,1954605,HH144886,01/23/2002 11:30:00 PM,004XX E 113 ST,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,False,False,531,5.0,,,05,,,2002,02/04/2016 06:33:39 AM,,,
3943,886394,1954706,HH133079,01/17/2002 10:08:04 PM,002XX W 106 ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,512,5.0,,,18,,,2002,02/04/2016 06:33:39 AM,,,
3944,886395,1954800,HH142792,01/23/2002 03:00:00 AM,012XX W 115 ST,1320,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,True,False,524,5.0,,,14,,,2002,02/04/2016 06:33:39 AM,,,
3945,886396,1954839,HH133247,01/17/2002 11:40:00 PM,029XX S KING DR,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,2112,2.0,,,18,,,2002,02/04/2016 06:33:39 AM,,,
3946,886397,1954881,HH143195,01/23/2002 11:40:00 AM,006XX E 103 PL,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,512,5.0,,,14,,,2002,02/04/2016 06:33:39 AM,,,
3947,886398,1954883,HH138038,01/20/2002 04:35:00 PM,065XX S KING DR,0440,BATTERY,AGG: HANDS/FIST/FEET NO/MINOR INJURY,OTHER,False,False,312,3.0,,,08B,,,2002,02/04/2016 06:33:39 AM,,,
3948,886399,1954901,HH135122,01/18/2002 10:30:00 PM,002XX W 117 ST,2027,NARCOTICS,POSS: CRACK,SIDEWALK,True,False,522,5.0,,,18,,,2002,02/04/2016 06:33:39 AM,,,
3949,886400,1954932,HH143096,01/17/2002 09:30:00 AM,003XX E 133 ST,0820,THEFT,$500 AND UNDER,"SCHOOL, PUBLIC, BUILDING",False,False,533,5.0,,,06,,,2002,02/04/2016 06:33:39 AM,,,
3950,886401,1954946,HH143089,01/23/2002 09:26:00 AM,003XX E 117 ST,5000,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,RESIDENCE,False,False,532,5.0,,,26,,,2002,02/04/2016 06:33:39 AM,,,
3951,886402,1954988,HH136806,01/19/2002 10:45:00 PM,003XX W 106 ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,512,5.0,,,18,,,2002,02/04/2016 06:33:39 AM,,,
3952,886403,1955016,HH135662,01/19/2002 11:15:00 AM,003XX W 106 ST,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,SIDEWALK,True,False,512,5.0,,,18,,,2002,02/04/2016 06:33:39 AM,,,
3953,886404,1955054,HH142971,01/23/2002 09:16:15 AM,0000X E 115 ST,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, GROUNDS",False,False,531,5.0,,,08B,,,2002,02/04/2016 06:33:39 AM,,,
3954,886405,1955081,HH143517,01/23/2002 01:35:00 PM,001XX E 115 ST,1110,DECEPTIVE PRACTICE,BOGUS CHECK,CURRENCY EXCHANGE,False,False,531,5.0,,,11,,,2002,02/04/2016 06:33:39 AM,,,
3955,886406,1955083,HH123668,01/13/2002 11:47:00 AM,002XX W 104 PL,2017,NARCOTICS,MANU/DELIVER:CRACK,STREET,True,False,512,5.0,,,18,,,2002,02/04/2016 06:33:39 AM,,,
3956,886407,1955356,HH134667,01/18/2002 07:12:12 PM,015XX W 119 ST,2027,NARCOTICS,POSS: CRACK,STREET,True,False,524,5.0,,,18,,,2002,02/04/2016 06:33:39 AM,,,
3957,886408,1955380,HH135644,01/19/2002 11:18:20 AM,004XX W 110 ST,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,True,False,2233,22.0,,,18,,,2002,02/04/2016 06:33:39 AM,,,
3958,886409,1955386,HH115405,01/09/2002 08:00:00 AM,063XX S KING DR,1626,GAMBLING,ILLEGAL ILL LOTTERY,STREET,True,False,312,3.0,,,19,,,2002,02/04/2016 06:33:39 AM,,,
3959,886410,1955391,HH135727,01/19/2002 11:45:00 AM,009XX E 132 ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,CHA PARKING LOT/GROUNDS,True,False,533,5.0,,,18,,,2002,02/04/2016 06:33:39 AM,,,
3960,886411,1955585,HH136574,01/19/2002 07:35:00 PM,014XX W 109 PL,2027,NARCOTICS,POSS: CRACK,STREET,True,False,2234,22.0,,,18,,,2002,02/04/2016 06:33:39 AM,,,
3961,886412,1955722,HH142441,01/22/2002 10:26:39 PM,052XX S KING DR,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,234,2.0,,,07,,,2002,02/04/2016 06:33:39 AM,,,
3962,886413,1955728,HH145888,01/24/2002 07:00:00 AM,007XX W 117 PL,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,524,5.0,,,07,,,2002,02/04/2016 06:33:39 AM,,,
3963,886414,1955877,HH139067,01/21/2002 10:10:27 AM,037XX S KING DR,0820,THEFT,$500 AND UNDER,CHA APARTMENT,False,False,211,2.0,,,06,,,2002,02/04/2016 06:33:39 AM,,,
3964,886415,1956035,HH144662,01/24/2002 02:20:00 AM,061XX S KING DR,031A,ROBBERY,ARMED: HANDGUN,STREET,False,False,312,3.0,,,03,,,2002,02/04/2016 06:33:39 AM,,,
3965,886416,1956069,HH146320,01/24/2002 12:00:00 PM,063XX S KING DR,031A,ROBBERY,ARMED: HANDGUN,STREET,False,False,312,3.0,,,03,,,2002,02/04/2016 06:33:39 AM,,,
3966,886417,1956084,HH143336,01/15/2002 01:00:00 AM,022XX W 111 ST,0810,THEFT,OVER $500,STREET,False,False,2212,22.0,,,06,,,2002,02/04/2016 06:33:39 AM,,,
3967,886418,1956126,HH146522,01/24/2002 09:47:07 PM,003XX W 113 ST,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE,False,True,522,5.0,,,04A,,,2002,02/04/2016 06:33:39 AM,,,
3968,886419,1956138,HH144910,01/21/2002 10:00:00 PM,005XX W 107 ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,2233,22.0,,,14,,,2002,02/04/2016 06:33:39 AM,,,
3969,886420,1956141,HH145377,01/24/2002 12:55:59 PM,0000X E 115 ST,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,"SCHOOL, PUBLIC, BUILDING",False,False,531,5.0,,,04B,,,2002,02/04/2016 06:33:39 AM,,,
3970,886421,1956146,HH146713,01/25/2002 12:02:09 AM,016XX E 103 ST,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,True,False,431,4.0,,,26,,,2002,02/04/2016 06:33:39 AM,,,
3971,886422,1956161,HH146829,01/25/2002 01:20:00 AM,010XX E 133 ST,1310,CRIMINAL DAMAGE,TO PROPERTY,CHA APARTMENT,False,True,533,5.0,,,14,,,2002,02/04/2016 06:33:39 AM,,,
3972,886423,1956171,HH146486,01/24/2002 09:30:00 AM,002XX E 121 PL,0560,ASSAULT,SIMPLE,APARTMENT,False,True,532,5.0,,,08A,,,2002,02/04/2016 06:33:39 AM,,,
3973,886424,1956192,HH146746,01/24/2002 05:00:00 AM,0000X W 107 ST,0460,BATTERY,SIMPLE,RESIDENCE,False,True,513,5.0,,,08B,,,2002,02/04/2016 06:33:39 AM,,,
3974,886425,1956201,HH146456,01/24/2002 09:00:00 PM,011XX E 130 PL,0460,BATTERY,SIMPLE,CHA APARTMENT,True,True,533,5.0,,,08B,,,2002,02/04/2016 06:33:39 AM,,,
3975,886426,1956233,HH146980,01/25/2002 12:00:00 AM,037XX E 114 ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,False,False,433,4.0,,,14,,,2002,02/04/2016 06:33:39 AM,,,
3976,886427,1956259,HH146622,01/24/2002 10:51:36 PM,003XX W 107 ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,False,512,5.0,,,05,,,2002,02/04/2016 06:33:39 AM,,,
3977,886428,1956261,HH137083,01/20/2002 02:43:35 AM,0000X W 103 ST,2027,NARCOTICS,POSS: CRACK,SIDEWALK,True,False,512,5.0,,,18,,,2002,02/04/2016 06:33:39 AM,,,
3978,886429,1956301,HH146814,01/25/2002 02:26:33 AM,025XX E 103 ST,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,False,False,431,4.0,,,04B,,,2002,02/04/2016 06:33:39 AM,,,
3979,886430,1956311,HH143042,01/22/2002 07:30:00 PM,009XX E 133 ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,True,533,5.0,,,26,,,2002,02/04/2016 06:33:39 AM,,,
3980,886431,1956313,HH145811,01/24/2002 03:52:58 PM,091XX S KING DR,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,False,False,633,6.0,,,05,,,2002,02/04/2016 06:33:39 AM,,,
3981,886432,1956362,HH147006,01/24/2002 11:00:00 PM,068XX S DR MARTN LUTHR KING DR,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,True,322,3.0,,,26,,,2002,02/04/2016 06:33:39 AM,,,
3982,886433,1956384,HH145574,01/24/2002 01:25:00 PM,001XX W 109 ST,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",False,False,513,5.0,,,08B,,,2002,02/04/2016 06:33:39 AM,,,
3983,886434,1956397,HH137663,01/20/2002 01:02:34 PM,037XX S KING DR,2027,NARCOTICS,POSS: CRACK,CHA PARKING LOT/GROUNDS,True,False,211,2.0,,,18,,,2002,02/04/2016 06:33:39 AM,,,
3984,886435,1956400,HH145486,01/24/2002 01:30:00 PM,008XX E 111 ST,0820,THEFT,$500 AND UNDER,GAS STATION,False,False,531,5.0,,,06,,,2002,02/04/2016 06:33:39 AM,,,
3985,886436,1956433,HH140649,01/22/2002 02:31:54 AM,0000X W 109 ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,513,5.0,,,18,,,2002,02/04/2016 06:33:39 AM,,,
3986,886437,1956442,HH145553,01/22/2002 10:45:00 PM,0000X E 116 ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,532,5.0,,,14,,,2002,02/04/2016 06:33:39 AM,,,
3987,886438,1956477,HH138459,01/20/2002 08:50:00 PM,025XX W 113 ST,2250,LIQUOR LAW VIOLATION,LIQUOR LICENSE VIOLATION,PARK PROPERTY,True,False,2212,22.0,,,22,,,2002,02/04/2016 06:33:39 AM,,,
3988,886439,1956485,HH146845,01/25/2002 03:46:24 AM,024XX W 104 ST,0460,BATTERY,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),True,False,2211,22.0,,,08B,,,2002,02/04/2016 06:33:39 AM,,,
3989,886440,1956494,HH140657,01/22/2002 03:40:50 AM,001XX W 103 ST,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,True,False,511,5.0,,,16,,,2002,02/04/2016 06:33:39 AM,,,
3990,886441,1956548,HH137700,01/20/2002 01:02:27 PM,010XX W 115 ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,2234,22.0,,,18,,,2002,02/04/2016 06:33:39 AM,,,
3991,886442,1956699,HH137742,01/20/2002 01:40:00 PM,009XX E 132 ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,CHA PARKING LOT/GROUNDS,True,False,533,5.0,,,18,,,2002,02/04/2016 06:33:39 AM,,,
3992,886443,1956704,HH144245,01/23/2002 08:15:00 PM,063XX S KING DR,0810,THEFT,OVER $500,DRUG STORE,True,False,312,3.0,,,06,,,2002,02/04/2016 06:33:39 AM,,,
3993,886444,1956756,HH140524,01/21/2002 11:10:00 PM,059XX S KING DR,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,234,2.0,,,18,,,2002,02/04/2016 06:33:39 AM,,,
3994,886445,1956777,HH137563,01/20/2002 11:53:20 AM,012XX W 109 PL,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,2234,22.0,,,18,,,2002,02/04/2016 06:33:39 AM,,,
3995,886446,1956787,HH137666,01/20/2002 01:04:23 PM,004XX W 115 ST,2027,NARCOTICS,POSS: CRACK,STREET,True,False,522,5.0,,,18,,,2002,02/04/2016 06:33:39 AM,,,
3996,886447,1956808,HH146214,01/24/2002 05:10:00 PM,034XX S KING DR,0820,THEFT,$500 AND UNDER,DRUG STORE,False,False,2122,2.0,,,06,,,2002,02/04/2016 06:33:39 AM,,,
3997,886448,1956809,HH139169,01/21/2002 11:18:25 AM,0000X W 103 ST,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,True,False,511,5.0,,,16,,,2002,02/04/2016 06:33:39 AM,,,
3998,886449,1956891,HH146564,01/24/2002 10:17:46 PM,005XX W 111 ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,True,False,2233,22.0,,,15,,,2002,02/04/2016 06:33:39 AM,,,
3999,886450,1956901,HH144981,01/23/2002 02:30:00 PM,053XX S SOUTH SHORE DR,0460,BATTERY,SIMPLE,COMMERCIAL / BUSINESS OFFICE,False,False,2132,2.0,,,08B,,,2002,02/04/2016 06:33:39 AM,,,
4000,886451,1956993,HH146847,01/25/2002 04:00:00 AM,025XX S KING DR,1320,CRIMINAL DAMAGE,TO VEHICLE,HOSPITAL BUILDING/GROUNDS,False,False,2112,2.0,,,14,,,2002,02/04/2016 06:33:39 AM,,,
4001,886452,1957072,HH141575,01/22/2002 12:05:00 PM,038XX W 111 ST,5004,SEX OFFENSE,ATT CRIM SEXUAL ABUSE,"SCHOOL, PUBLIC, BUILDING",False,False,2211,22.0,,,17,,,2002,02/04/2016 06:33:39 AM,,,
4002,886453,1957085,HH138643,01/20/2002 10:05:00 PM,014XX W 103 ST,1200,DECEPTIVE PRACTICE,STOLEN PROP: BUY/RECEIVE/POS.,BANK,True,False,2212,22.0,,,13,,,2002,02/04/2016 06:33:39 AM,,,
4003,886454,1957135,HH142023,01/22/2002 05:28:31 PM,009XX W 115 ST,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,True,False,2234,22.0,,,26,,,2002,02/04/2016 06:33:39 AM,,,
4004,886455,1957178,HH144812,01/23/2002 11:20:00 PM,015XX W 113 PL,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,2234,22.0,,,07,,,2002,02/04/2016 06:33:39 AM,,,
4005,886456,1957338,HH145808,01/24/2002 03:45:00 PM,001XX W 112 ST,0560,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,False,False,522,5.0,,,08A,,,2002,02/04/2016 06:33:39 AM,,,
4006,886457,1957344,HH141029,01/22/2002 10:29:21 AM,002XX W 108 ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,513,5.0,,,18,,,2002,02/04/2016 06:33:39 AM,,,
4007,886458,1957390,HH144042,01/22/2002 06:45:00 PM,007XX E 132 ST,0560,ASSAULT,SIMPLE,CHA APARTMENT,True,False,533,5.0,,,08A,,,2002,02/04/2016 06:33:39 AM,,,
4008,886459,1957463,HH141462,01/22/2002 02:15:00 PM,014XX W 115 ST,2027,NARCOTICS,POSS: CRACK,STREET,True,False,2234,22.0,,,18,,,2002,02/04/2016 06:33:39 AM,,,
4009,886460,1957562,HH145315,01/24/2002 12:09:08 PM,039XX S KING DR,0460,BATTERY,SIMPLE,OTHER,True,False,213,2.0,,,08B,,,2002,02/04/2016 06:33:39 AM,,,
4010,886461,1957624,HH146588,01/24/2002 10:28:19 PM,051XX S KING DR,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE PORCH/HALLWAY,False,False,234,2.0,,,04A,,,2002,02/04/2016 06:33:39 AM,,,
4011,886462,1957655,HH147869,01/25/2002 01:30:00 PM,002XX W 104 ST,0560,ASSAULT,SIMPLE,"SCHOOL, PUBLIC, BUILDING",False,False,512,5.0,,,08A,,,2002,02/04/2016 06:33:39 AM,,,
4012,886463,1957720,HH140256,01/21/2002 08:15:46 PM,041XX S KING DR,0312,ROBBERY,ARMED:KNIFE/CUTTING INSTRUMENT,APARTMENT,False,False,213,2.0,,,03,,,2002,02/04/2016 06:33:39 AM,,,
4013,886464,1957781,HH148426,01/24/2002 01:00:00 PM,0000X W 112 PL,0810,THEFT,OVER $500,RESIDENCE,False,False,522,5.0,,,06,,,2002,02/04/2016 06:33:39 AM,,,
4014,886465,1957943,HH147120,01/25/2002 09:30:00 AM,035XX E 114 ST,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",True,False,433,4.0,,,08B,,,2002,02/04/2016 06:33:39 AM,,,
4015,886466,1957986,HH145677,01/24/2002 03:20:29 PM,007XX E 133 ST,0460,BATTERY,SIMPLE,CHA APARTMENT,False,True,533,5.0,,,08B,,,2002,02/04/2016 06:33:39 AM,,,
4016,886467,1958030,HH147432,01/25/2002 11:25:00 AM,001XX E 104 ST,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,True,512,5.0,,,26,,,2002,02/04/2016 06:33:39 AM,,,
4017,886468,1958185,HH147232,01/25/2002 10:56:20 AM,004XX E 115 ST,041A,BATTERY,AGGRAVATED: HANDGUN,STREET,False,False,532,5.0,,,04B,,,2002,02/04/2016 06:33:39 AM,,,
4018,886469,1958206,HH145096,01/24/2002 10:38:00 AM,007XX E 111 ST,0560,ASSAULT,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),True,False,531,5.0,,,08A,,,2002,02/04/2016 06:33:39 AM,,,
4019,886470,1958245,HH148765,01/25/2002 11:00:00 PM,001XX E 103 ST,1320,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,True,False,511,5.0,,,14,,,2002,02/04/2016 06:33:39 AM,,,
4020,886471,1958248,HH149002,01/26/2002 02:39:21 AM,001XX W 103 PL,0420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,STREET,True,False,512,5.0,,,04B,,,2002,02/04/2016 06:33:39 AM,,,
4021,886472,1958276,HH148890,01/25/2002 10:30:00 AM,002XX E 136 ST,0460,BATTERY,SIMPLE,RESIDENCE,False,False,533,5.0,,,08B,,,2002,02/04/2016 06:33:39 AM,,,
4022,886473,1958286,HH148116,01/25/2002 05:15:58 PM,010XX E 132 ST,0460,BATTERY,SIMPLE,STREET,True,False,533,5.0,,,08B,,,2002,02/04/2016 06:33:39 AM,,,
4023,886474,1958312,HH147565,01/25/2002 12:55:00 PM,111XX S KING DR,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,531,5.0,,,14,,,2002,02/04/2016 06:33:39 AM,,,
4024,886475,1958319,HH147193,01/21/2002 05:00:00 PM,003XX W 102 PL,5001,OTHER OFFENSE,OTHER CRIME INVOLVING PROPERTY,STREET,False,False,511,5.0,,,26,,,2002,02/04/2016 06:33:39 AM,,,
4025,886476,1958335,HH148948,01/26/2002 12:50:00 AM,036XX W 103 ST,1330,CRIMINAL TRESPASS,TO LAND,RESIDENCE,False,False,2211,22.0,,,26,,,2002,02/04/2016 06:33:39 AM,,,
4026,886477,1958341,HH144978,01/24/2002 08:50:00 AM,0000X E 115 ST,0560,ASSAULT,SIMPLE,"SCHOOL, PUBLIC, BUILDING",True,False,531,5.0,,,08A,,,2002,02/04/2016 06:33:39 AM,,,
4027,886478,1958386,HH148479,01/25/2002 08:25:00 PM,031XX W 103 ST,0560,ASSAULT,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),False,False,2211,22.0,,,08A,,,2002,02/04/2016 06:33:39 AM,,,
4028,886479,1958399,HH148767,01/25/2002 11:30:20 PM,007XX E 103 ST,031A,ROBBERY,ARMED: HANDGUN,PARKING LOT/GARAGE(NON.RESID.),False,False,512,5.0,,,03,,,2002,02/04/2016 06:33:39 AM,,,
4029,886480,1958402,HH144735,01/24/2002 01:00:00 AM,005XX W 104 ST,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,False,False,2233,22.0,,,05,,,2002,02/04/2016 06:33:39 AM,,,
4030,886481,1958411,HH149038,01/26/2002 02:59:00 AM,009XX E 104 ST,031A,ROBBERY,ARMED: HANDGUN,PARKING LOT/GARAGE(NON.RESID.),False,False,512,5.0,,,03,,,2002,02/04/2016 06:33:39 AM,,,
4031,886482,1958457,HH147246,01/25/2002 10:00:00 AM,017XX E 103 ST,2820,OTHER OFFENSE,TELEPHONE THREAT,VEHICLE NON-COMMERCIAL,False,False,431,4.0,,,26,,,2002,02/04/2016 06:33:39 AM,,,
4032,886483,1958489,HH147045,01/24/2002 05:00:00 PM,010XX W 111 ST,0915,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",OTHER,True,False,2234,22.0,,,07,,,2002,02/04/2016 06:33:39 AM,,,
4033,886484,1958520,HH148445,01/25/2002 08:01:04 PM,023XX W 55 ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,False,915,9.0,,,05,,,2002,02/04/2016 06:33:39 AM,,,
4034,886485,1958530,HH146852,01/25/2002 01:00:00 AM,061XX S KING DR,0460,BATTERY,SIMPLE,APARTMENT,True,True,312,3.0,,,08B,,,2002,02/04/2016 06:33:39 AM,,,
4035,886486,1958587,HH148910,01/26/2002 12:50:00 AM,062XX S KING DR,0460,BATTERY,SIMPLE,APARTMENT,False,True,311,3.0,,,08B,,,2002,02/04/2016 06:33:39 AM,,,
4036,886487,1958589,HH145009,01/24/2002 09:45:00 AM,030XX S KING DR,1330,CRIMINAL TRESPASS,TO LAND,"SCHOOL, PUBLIC, BUILDING",True,False,2112,2.0,,,26,,,2002,02/04/2016 06:33:39 AM,,,
4037,886488,1958613,HH145531,01/14/2002 02:50:00 PM,030XX S KING DR,0820,THEFT,$500 AND UNDER,"SCHOOL, PUBLIC, BUILDING",False,False,2112,2.0,,,06,,,2002,02/04/2016 06:33:39 AM,,,
4038,886489,1958638,HH148015,01/25/2002 04:45:00 PM,062XX S KING DR,0460,BATTERY,SIMPLE,SIDEWALK,False,True,312,3.0,,,08B,,,2002,02/04/2016 06:33:39 AM,,,
4039,886490,1958639,HH148462,01/22/2002 03:00:00 PM,014XX W 114 PL,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,False,False,2234,22.0,,,11,,,2002,02/04/2016 06:33:39 AM,,,
4040,886491,1958670,HH148405,01/25/2002 07:23:11 PM,007XX W 111 ST,1200,DECEPTIVE PRACTICE,STOLEN PROP: BUY/RECEIVE/POS.,STREET,True,False,2233,22.0,,,13,,,2002,02/04/2016 06:33:39 AM,,,
4041,886492,1958706,HH149431,01/26/2002 12:30:00 AM,043XX S KING DR,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,222,2.0,,,14,,,2002,02/04/2016 06:33:39 AM,,,
4042,886493,1958781,HH147255,01/25/2002 09:30:00 AM,007XX E 111 ST,5000,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,POLICE FACILITY/VEH PARKING LOT,True,False,531,5.0,,,26,,,2002,02/04/2016 06:33:39 AM,,,
4043,886494,1958841,HH149966,01/26/2002 12:00:00 AM,002XX W 119 ST,0810,THEFT,OVER $500,STREET,False,False,522,5.0,,,06,,,2002,02/04/2016 06:33:39 AM,,,
4044,886495,1959072,HH150810,01/26/2002 11:54:53 PM,0000X W 109 ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,513,5.0,,,14,,,2002,02/04/2016 06:33:39 AM,,,
4045,886496,1959080,HH147122,01/25/2002 09:43:41 AM,009XX E 133 ST,1340,CRIMINAL DAMAGE,TO STATE SUP PROP,CHA APARTMENT,True,False,533,5.0,,,14,,,2002,02/04/2016 06:33:39 AM,,,
4046,886497,1959135,HH150817,01/26/2002 11:59:05 PM,001XX E 119 PL,0460,BATTERY,SIMPLE,RESIDENCE,False,False,532,5.0,,,08B,,,2002,02/04/2016 06:33:39 AM,,,
4047,886498,1959148,HH142565,01/22/2002 11:50:00 PM,075XX S KING DR,0460,BATTERY,SIMPLE,BAR OR TAVERN,False,True,623,6.0,,,08B,,,2002,02/04/2016 06:33:39 AM,,,
4048,886499,1959202,HH150711,01/26/2002 10:44:31 PM,0000X W 114 PL,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,False,522,5.0,,,05,,,2002,02/04/2016 06:33:39 AM,,,
4049,886500,1959228,HH149317,01/26/2002 09:25:00 AM,004XX E 113 ST,0820,THEFT,$500 AND UNDER,STREET,False,False,531,5.0,,,06,,,2002,02/04/2016 06:33:39 AM,,,
4050,886501,1959232,HH149749,01/26/2002 12:54:32 PM,001XX W 112 PL,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE,True,False,522,5.0,,,20,,,2002,02/04/2016 06:33:39 AM,,,
4051,886502,1959266,HH148752,01/25/2002 10:20:00 PM,0000X W 110 ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,513,5.0,,,07,,,2002,02/04/2016 06:33:39 AM,,,
4052,886503,1959397,HH150046,01/26/2002 03:48:31 PM,002XX E 121 PL,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,False,True,532,5.0,,,26,,,2002,02/04/2016 06:33:39 AM,,,
4053,886504,1959402,HH150055,01/26/2002 02:15:00 PM,034XX W 116 ST,0460,BATTERY,SIMPLE,STREET,False,False,2211,22.0,,,08B,,,2002,02/04/2016 06:33:39 AM,,,
4054,886505,1959588,HH151274,01/27/2002 08:30:00 AM,027XX E 104 ST,2820,OTHER OFFENSE,TELEPHONE THREAT,COMMERCIAL / BUSINESS OFFICE,False,True,434,4.0,,,26,,,2002,02/04/2016 06:33:39 AM,,,
4055,886506,1959591,HH150612,01/26/2002 09:34:16 PM,022XX S KING DR,0820,THEFT,$500 AND UNDER,HOTEL/MOTEL,False,False,2111,2.0,,,06,,,2002,02/04/2016 06:33:39 AM,,,
4056,886507,1959625,HH151292,01/21/2002 12:12:00 PM,003XX W 117 ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,False,522,5.0,,,26,,,2002,02/04/2016 06:33:39 AM,,,
4057,886508,1959701,HH150142,01/26/2002 04:40:00 PM,033XX S KING DR,0820,THEFT,$500 AND UNDER,OTHER,True,False,2122,2.0,,,06,,,2002,02/04/2016 06:33:39 AM,,,
4058,886509,1959745,HH151046,01/27/2002 03:20:47 AM,006XX W 113 ST,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,False,False,2233,22.0,,,24,,,2002,02/04/2016 06:33:39 AM,,,
4059,886510,1959756,HH151135,01/27/2002 05:27:40 AM,003XX W 117 ST,0460,BATTERY,SIMPLE,APARTMENT,False,True,522,5.0,,,08B,,,2002,02/04/2016 06:33:39 AM,,,
